,E-waste Collection Points,Collection Type,Postal Code,Remarks,Website,Full,lat,lng,color,hover_text
58,HEARTBEAT @ BEDOK,Permanent E-bin,469662,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"11 BEDOK NORTH STREET 1, MAIN ATRIUM, MAIN ATRIUM SINGAPORE",1.3269753,103.9321493,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: HEARTBEAT @ BEDOK<br>Address:  11 BEDOK NORTH STREET 1, MAIN ATRIUM, MAIN ATRIUM SINGAPORE<br>Latitude: 1.3269753<br>Longitude: 103.9321493"
59,HEWLETT-PACKARD @ HP ENTERPRISE,Permanent E-bin,109841,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 DEPOT CLOSE, HP ENTERPRISE SINGAPORE",1.2823681,103.805136,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: HEWLETT-PACKARD @ HP ENTERPRISE<br>Address:  1 DEPOT CLOSE, HP ENTERPRISE SINGAPORE<br>Latitude: 1.2823681<br>Longitude: 103.805136"
60,HILLVIEW CC,Permanent E-bin,667970,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 HILLVIEW RISE, HILLVIEW CC, MAIN LOBBY SINGAPORE",1.361984,103.7642603,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: HILLVIEW CC<br>Address:  1 HILLVIEW RISE, HILLVIEW CC, MAIN LOBBY SINGAPORE<br>Latitude: 1.361984<br>Longitude: 103.7642603"
61,HONG KAH NORTH CC,Permanent E-bin,659440,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"30 BUKIT BATOK STREET 31, HONG KAH NORTH CC, REAR ENTRANCE SINGAPORE",1.3591492,103.7493493,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: HONG KAH NORTH CC<br>Address:  30 BUKIT BATOK STREET 31, HONG KAH NORTH CC, REAR ENTRANCE SINGAPORE<br>Latitude: 1.3591492<br>Longitude: 103.7493493"
62,HOUGANG CC,Permanent E-bin,538840,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"35 HOUGANG AVENUE 3, MAIN ENTRANCE SINGAPORE",1.364645,103.8923352,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: HOUGANG CC<br>Address:  35 HOUGANG AVENUE 3, MAIN ENTRANCE SINGAPORE<br>Latitude: 1.364645<br>Longitude: 103.8923352"
63,ICA @ PASIR PANJANG TERMINAL BUILDING 3,Permanent E-bin,117404,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"3 HARBOUR DRIVE, PASIR PANJANG TERMINAL BUILDING 3 SINGAPORE",1.2749179,103.7908986,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: ICA @ PASIR PANJANG TERMINAL BUILDING 3<br>Address:  3 HARBOUR DRIVE, PASIR PANJANG TERMINAL BUILDING 3 SINGAPORE<br>Latitude: 1.2749179<br>Longitude: 103.7908986"
64,IMM,Permanent E-bin,609601,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"2 JURONG EAST STREET 21, IN-STORE SINGAPORE",1.3355903,103.7466569,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: IMM<br>Address:  2 JURONG EAST STREET 21, IN-STORE SINGAPORE<br>Latitude: 1.3355903<br>Longitude: 103.7466569"
65,INTERNATIONAL PLAZA,Permanent E-bin,79903,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"10 ANSON ROAD, INTERNATIONAL PLAZA, #036-05, LEVEL 2 GREEN CORNER SINGAPORE",1.2756998,103.8458098,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: INTERNATIONAL PLAZA<br>Address:  10 ANSON ROAD, INTERNATIONAL PLAZA, #036-05, LEVEL 2 GREEN CORNER SINGAPORE<br>Latitude: 1.2756998<br>Longitude: 103.8458098"
66,ITE COLLEGE CENTRAL,Permanent E-bin,567720,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"2 ANG MO KIO DRIVE, ATRIUM LEVEL SINGAPORE",1.377746,103.8560712,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: ITE COLLEGE CENTRAL<br>Address:  2 ANG MO KIO DRIVE, ATRIUM LEVEL SINGAPORE<br>Latitude: 1.377746<br>Longitude: 103.8560712"
67,ITE COLLEGE EAST,Permanent E-bin,486047,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"10 SIMEI AVE, ITE COLLEGE EAST, #B1-14, ADMIN BUILDING LOBBY, CUSTOMER VISITOR CENTRE SINGAPORE",1.3346739,103.9548603,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: ITE COLLEGE EAST<br>Address:  10 SIMEI AVE, ITE COLLEGE EAST, #B1-14, ADMIN BUILDING LOBBY, CUSTOMER VISITOR CENTRE SINGAPORE<br>Latitude: 1.3346739<br>Longitude: 103.9548603"
68,ITE COLLEGE WEST,Permanent E-bin,688236,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 CHOA CHU KANG GROVE, ITE COLLEGE WEST, BLOCK 1, LEVEL 3 FOOD CANOPY SINGAPORE",1.3755678,103.7521948,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: ITE COLLEGE WEST<br>Address:  1 CHOA CHU KANG GROVE, ITE COLLEGE WEST, BLOCK 1, LEVEL 3 FOOD CANOPY SINGAPORE<br>Latitude: 1.3755678<br>Longitude: 103.7521948"
69,KAMPONG GLAM CC,Permanent E-bin,199581,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"385 BEACH ROAD, KAMPONG GLAM CC, MAIN LOBBY SINGAPORE",1.3029472,103.8635062,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: KAMPONG GLAM CC<br>Address:  385 BEACH ROAD, KAMPONG GLAM CC, MAIN LOBBY SINGAPORE<br>Latitude: 1.3029472<br>Longitude: 103.8635062"
70,KAMPONG UBI INDUSTRIAL ESTATE BLOCK 3024A,Permanent E-bin,408718,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"3024A UBI RD 1, PAVILION SINGAPORE",1.329904,103.89613,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: KAMPONG UBI INDUSTRIAL ESTATE BLOCK 3024A<br>Address:  3024A UBI RD 1, PAVILION SINGAPORE<br>Latitude: 1.329904<br>Longitude: 103.89613"
71,KEBUN BARU CC,Permanent E-bin,569897,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"ANG MO KIO AVENUE 4, GROUND FLOOR - OPPOSITE BURGER KING SINGAPORE",1.3730489,103.8375807,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: KEBUN BARU CC<br>Address:  ANG MO KIO AVENUE 4, GROUND FLOOR - OPPOSITE BURGER KING SINGAPORE<br>Latitude: 1.3730489<br>Longitude: 103.8375807"
72,KENT RIDGE CAMPUS,Permanent E-bin,117541,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"27 SCIENCE DRIVE 1, KENT RIDGE CAMPUS, OUTSIDE LT27 AND LT29 STUDENT SPACE, LEVEL 1 SINGAPORE",1.2971198,103.7808875,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: KENT RIDGE CAMPUS<br>Address:  27 SCIENCE DRIVE 1, KENT RIDGE CAMPUS, OUTSIDE LT27 AND LT29 STUDENT SPACE, LEVEL 1 SINGAPORE<br>Latitude: 1.2971198<br>Longitude: 103.7808875"
73,KENT RIDGE CAMPUS,Permanent E-bin,119275,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"12 KENT RIDGE CRES, KENT RIDGE CAMPUS, CENTRAL LIBRARY FORUM SPACE, LEVEL 1 SINGAPORE",1.2966455,103.7732263,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: KENT RIDGE CAMPUS<br>Address:  12 KENT RIDGE CRES, KENT RIDGE CAMPUS, CENTRAL LIBRARY FORUM SPACE, LEVEL 1 SINGAPORE<br>Latitude: 1.2966455<br>Longitude: 103.7732263"
74,KITCHENER COMPLEX,Permanent E-bin,200808,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"809 FRENCH ROAD, KITCHENER COMPLEX, MAIN LOBBY SINGAPORE",1.3083787,103.8620771,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: KITCHENER COMPLEX<br>Address:  809 FRENCH ROAD, KITCHENER COMPLEX, MAIN LOBBY SINGAPORE<br>Latitude: 1.3083787<br>Longitude: 103.8620771"
75,LENG KEE CC,Permanent E-bin,159049,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,400 LENGKOK BAHRU SINGAPORE,1.2897843,103.8143224,#ff00ff,Permanent E-bin<br>E-waste Collection Points: LENG KEE CC<br>Address:  400 LENGKOK BAHRU SINGAPORE<br>Latitude: 1.2897843<br>Longitude: 103.8143224
76,LOT ONE SHOPPERS' MALL,Permanent E-bin,689812,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"21 CHOA CHU KANG AVE 4, WALKWAY BESIDE MCDONALD'S, WALKWAY BESIDE MACDONALD'S SINGAPORE",1.3852086,103.7449371,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: LOT ONE SHOPPERS' MALL<br>Address:  21 CHOA CHU KANG AVE 4, WALKWAY BESIDE MCDONALD'S, WALKWAY BESIDE MACDONALD'S SINGAPORE<br>Latitude: 1.3852086<br>Longitude: 103.7449371"
77,LOYANG POINT,Permanent E-bin,510258,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"259 PASIR RIS STREET 21, LOYANG POINT, MAIN LOBBY (ATM AREA) SINGAPORE",1.3669795,103.9645538,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: LOYANG POINT<br>Address:  259 PASIR RIS STREET 21, LOYANG POINT, MAIN LOBBY (ATM AREA) SINGAPORE<br>Latitude: 1.3669795<br>Longitude: 103.9645538"
78,MAPLETREE BUSINESS CITY,Permanent E-bin,117438,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,10 PASIR PANJANG ROAD SINGAPORE,1.2741782,103.7998521,#ff00ff,Permanent E-bin<br>E-waste Collection Points: MAPLETREE BUSINESS CITY<br>Address:  10 PASIR PANJANG ROAD SINGAPORE<br>Latitude: 1.2741782<br>Longitude: 103.7998521
79,MARINA BAY FINANCIAL CENTRE TOWER 3,Permanent E-bin,18982,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"12 MARINA BOULEVARD, DROP-OFF DRIVEWAY SINGAPORE",1.2790221,103.8544967,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: MARINA BAY FINANCIAL CENTRE TOWER 3<br>Address:  12 MARINA BOULEVARD, DROP-OFF DRIVEWAY SINGAPORE<br>Latitude: 1.2790221<br>Longitude: 103.8544967"
80,MARINA BAY LINK MALL,Permanent E-bin,18984,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"8A MARINA BOULEVARD, #B2-10, NEAR 7-11 SINGAPORE",1.2802899,103.8535436,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: MARINA BAY LINK MALL<br>Address:  8A MARINA BOULEVARD, #B2-10, NEAR 7-11 SINGAPORE<br>Latitude: 1.2802899<br>Longitude: 103.8535436"
81,MARINE PARADE CC,Permanent E-bin,449282,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"278 MARINE PARADE ROAD, MARINE PARADE CC, MAIN ENTRANCE SINGAPORE",1.304802,103.9092688,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: MARINE PARADE CC<br>Address:  278 MARINE PARADE ROAD, MARINE PARADE CC, MAIN ENTRANCE SINGAPORE<br>Latitude: 1.304802<br>Longitude: 103.9092688"
82,MARYMOUNT CC,Permanent E-bin,575738,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"SIN MING AVE, MAIN LOBBY SINGAPORE",1.363462,103.834051,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: MARYMOUNT CC<br>Address:  SIN MING AVE, MAIN LOBBY SINGAPORE<br>Latitude: 1.363462<br>Longitude: 103.834051"
83,MSF BUILDING,Permanent E-bin,298136,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"512 THOMSON ROAD MSF BUILDING LOBBY, MAIN LOBBY SINGAPORE",1.333689,103.8395932,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: MSF BUILDING<br>Address:  512 THOMSON ROAD MSF BUILDING LOBBY, MAIN LOBBY SINGAPORE<br>Latitude: 1.333689<br>Longitude: 103.8395932"
84,NANYANG ACADEMY OF FINE ARTS,Permanent E-bin,189655,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"80 BENCOOLEN STREET, LEVEL 1 WING A, WING A LIFT LOBBY SINGAPORE",1.2994701,103.8510185,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: NANYANG ACADEMY OF FINE ARTS<br>Address:  80 BENCOOLEN STREET, LEVEL 1 WING A, WING A LIFT LOBBY SINGAPORE<br>Latitude: 1.2994701<br>Longitude: 103.8510185"
85,"NANYANG POLYTECHNIC, BLOCK E (NORTH CANTEEN)",Permanent E-bin,569830,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"ANG MO KIO AVENUE 8, NANYANG POLYTECHNIC, BLOCK E (NORTH CANTEEN) SINGAPORE",1.3819567,103.8493804,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: NANYANG POLYTECHNIC, BLOCK E (NORTH CANTEEN)<br>Address:  ANG MO KIO AVENUE 8, NANYANG POLYTECHNIC, BLOCK E (NORTH CANTEEN) SINGAPORE<br>Latitude: 1.3819567<br>Longitude: 103.8493804"
86,NANYANG TECHNOLOGICAL UNIVERSITY NORTH SPINE PLAZA,Permanent E-bin,637331,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"76 NANYANG DRIVE, SPIRAL STAIRCASE NEAR LECTURE THEATRE 1A SINGAPORE",1.34729,103.6807359,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: NANYANG TECHNOLOGICAL UNIVERSITY NORTH SPINE PLAZA<br>Address:  76 NANYANG DRIVE, SPIRAL STAIRCASE NEAR LECTURE THEATRE 1A SINGAPORE<br>Latitude: 1.34729<br>Longitude: 103.6807359"
87,NATIONAL PARKS BOARD HQ,Permanent E-bin,259569,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 CLUNY ROAD, NATIONAL PARKS BOARD HQ, SINGAPORE BOTANIC GARDENS, NASSIM GATE INFO COUNTER SINGAPORE",1.3157058,103.8161825,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: NATIONAL PARKS BOARD HQ<br>Address:  1 CLUNY ROAD, NATIONAL PARKS BOARD HQ, SINGAPORE BOTANIC GARDENS, NASSIM GATE INFO COUNTER SINGAPORE<br>Latitude: 1.3157058<br>Longitude: 103.8161825"
88,NEE SOON CENTRAL CC,Permanent E-bin,768019,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 NORTHPOINT DRIVE NEE SOON CENTRAL COMMUNITY CLUB, NEE SOON CENTRAL CC, INSIDE NORTHPOINT CITY SINGAPORE",1.4265156,103.8359368,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: NEE SOON CENTRAL CC<br>Address:  1 NORTHPOINT DRIVE NEE SOON CENTRAL COMMUNITY CLUB, NEE SOON CENTRAL CC, INSIDE NORTHPOINT CITY SINGAPORE<br>Latitude: 1.4265156<br>Longitude: 103.8359368"
89,NEE SOON EAST CC,Permanent E-bin,768893,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 YISHUN AVENUE 9, NEE SOON EAST CC, MAIN LOBBY SINGAPORE",1.4306991,103.838562,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: NEE SOON EAST CC<br>Address:  1 YISHUN AVENUE 9, NEE SOON EAST CC, MAIN LOBBY SINGAPORE<br>Latitude: 1.4306991<br>Longitude: 103.838562"
90,NEE SOON SOUTH CC,Permanent E-bin,768455,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"30 YISHUN STREET 81, NEE SOON SOUTH CC, VOID DECK (TEMPORARY) CC UNDERGOING RENOVATION SINGAPORE",1.4149818,103.8350618,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: NEE SOON SOUTH CC<br>Address:  30 YISHUN STREET 81, NEE SOON SOUTH CC, VOID DECK (TEMPORARY) CC UNDERGOING RENOVATION SINGAPORE<br>Latitude: 1.4149818<br>Longitude: 103.8350618"
91,NEWEST,Permanent E-bin,128020,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 WEST COAST DRIVE, #01-111, LIFT LOBBY C SINGAPORE",1.3164853,103.7573965,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: NEWEST<br>Address:  1 WEST COAST DRIVE, #01-111, LIFT LOBBY C SINGAPORE<br>Latitude: 1.3164853<br>Longitude: 103.7573965"
92,"NGEE ANN POLYTECHNIC, BLK 22",Permanent E-bin,599489,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"535 CLEMENTI ROAD, NGEE ANN POLYCLINIC, BLK 22, BLK 22 FOODCOURT SINGAPORE",1.3321036,103.7743466,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: NGEE ANN POLYTECHNIC, BLK 22<br>Address:  535 CLEMENTI ROAD, NGEE ANN POLYCLINIC, BLK 22, BLK 22 FOODCOURT SINGAPORE<br>Latitude: 1.3321036<br>Longitude: 103.7743466"
93,NOVENA SQUARE,Permanent E-bin,307683,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"238 THOMSON ROAD, NOVENA SQUARE, LEVEL 3 SINGAPORE",1.3200049,103.8439137,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: NOVENA SQUARE<br>Address:  238 THOMSON ROAD, NOVENA SQUARE, LEVEL 3 SINGAPORE<br>Latitude: 1.3200049<br>Longitude: 103.8439137"
94,OASIS TERRACES,Permanent E-bin,820681,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"681 PUNGGOL DRIVE, OASIS TERRACES, LVL 1 OPPOSITE ANYTIME FITNESS SINGAPORE",1.4027814,103.9136875,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: OASIS TERRACES<br>Address:  681 PUNGGOL DRIVE, OASIS TERRACES, LVL 1 OPPOSITE ANYTIME FITNESS SINGAPORE<br>Latitude: 1.4027814<br>Longitude: 103.9136875"
95,ONE RAFFLES QUAY,Permanent E-bin,48583,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 RAFFLES QUAY, #B2, ESCALATOR WALKWAY SINGAPORE",1.2829077,103.8513873,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: ONE RAFFLES QUAY<br>Address:  1 RAFFLES QUAY, #B2, ESCALATOR WALKWAY SINGAPORE<br>Latitude: 1.2829077<br>Longitude: 103.8513873"
96,OUR TAMPINES HUB,Permanent E-bin,528523,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 TAMPINES WALK, CENTRAL PLAZA (LIBRARY EXIT) SINGAPORE",1.3522195,103.941163,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: OUR TAMPINES HUB<br>Address:  1 TAMPINES WALK, CENTRAL PLAZA (LIBRARY EXIT) SINGAPORE<br>Latitude: 1.3522195<br>Longitude: 103.941163"
97,PASIR RIS WEST PLAZA,Permanent E-bin,510735,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"735 PASIR RIS STREET 72, PASIR RIS WEST PLAZA, MAIN ENTRANCE SINGAPORE",1.3797981,103.9362665,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: PASIR RIS WEST PLAZA<br>Address:  735 PASIR RIS STREET 72, PASIR RIS WEST PLAZA, MAIN ENTRANCE SINGAPORE<br>Latitude: 1.3797981<br>Longitude: 103.9362665"
98,PASSION WAVE @ JURONG LAKE GARDENS,Permanent E-bin,618662,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"100 YUAN CHING RD, RECEPTION SINGAPORE",1.3367823,103.72513,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: PASSION WAVE @ JURONG LAKE GARDENS<br>Address:  100 YUAN CHING RD, RECEPTION SINGAPORE<br>Latitude: 1.3367823<br>Longitude: 103.72513"
99,PASSION WAVE @ MARINA BAY,Permanent E-bin,437440,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"11 RHU CROSS, MAIN ENTRANCE SINGAPORE",1.2952819,103.868106,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: PASSION WAVE @ MARINA BAY<br>Address:  11 RHU CROSS, MAIN ENTRANCE SINGAPORE<br>Latitude: 1.2952819<br>Longitude: 103.868106"
100,PAYA LEBAR KOVAN CC,Permanent E-bin,530207,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"207 HOUGANG STREET 21, MAIN ENTRANCE LOBBY SINGAPORE",1.3576672,103.8864427,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: PAYA LEBAR KOVAN CC<br>Address:  207 HOUGANG STREET 21, MAIN ENTRANCE LOBBY SINGAPORE<br>Latitude: 1.3576672<br>Longitude: 103.8864427"
101,PAYA LEBAR QUARTER (PLQ),Permanent E-bin,409057,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"10 PAYA LEBAR ROAD, PAYA LEBAR QUARTER (PLQ), IN-STORE SINGAPORE",1.3175284,103.8928037,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: PAYA LEBAR QUARTER (PLQ)<br>Address:  10 PAYA LEBAR ROAD, PAYA LEBAR QUARTER (PLQ), IN-STORE SINGAPORE<br>Latitude: 1.3175284<br>Longitude: 103.8928037"
102,PAYA LEBAR SQUARE,Permanent E-bin,409051,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"60 PAYA LEBAR RD, PAYA LEBAR SQUARE, LOADING BAY AREA SINGAPORE",1.3191484,103.8925321,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: PAYA LEBAR SQUARE<br>Address:  60 PAYA LEBAR RD, PAYA LEBAR SQUARE, LOADING BAY AREA SINGAPORE<br>Latitude: 1.3191484<br>Longitude: 103.8925321"
103,PAYA LEBAR ZONE 5 RC,Permanent E-bin,530116,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"116 HOUGANG AVENUE 1, PAYA LEBAR ZONE 5 RC, #01-1206, VOID DECK SINGAPORE",1.353166,103.887769,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: PAYA LEBAR ZONE 5 RC<br>Address:  116 HOUGANG AVENUE 1, PAYA LEBAR ZONE 5 RC, #01-1206, VOID DECK SINGAPORE<br>Latitude: 1.353166<br>Longitude: 103.887769"
104,PEOPLE'S ASSOCIATION @ KEAT HONG CC,Permanent E-bin,689687,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"2 CHOA CHU KANG LOOP, KEAT HONG CC, WALKWAY CORRIDOR SINGAPORE",1.3841414,103.7449895,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: PEOPLE'S ASSOCIATION @ KEAT HONG CC<br>Address:  2 CHOA CHU KANG LOOP, KEAT HONG CC, WALKWAY CORRIDOR SINGAPORE<br>Latitude: 1.3841414<br>Longitude: 103.7449895"
105,PINE CLOSE RC,Permanent E-bin,391005,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"5 PINE CLOSE, #01-141, VOID DECK SINGAPORE",1.3071176,103.8828149,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: PINE CLOSE RC<br>Address:  5 PINE CLOSE, #01-141, VOID DECK SINGAPORE<br>Latitude: 1.3071176<br>Longitude: 103.8828149"
106,PIONEER MALL,Permanent E-bin,640638,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"638 JURONG WEST STREET 61, PIONEER MALL, MAIN LOBBY NEAR MACDONALDS SINGAPORE",1.3418699,103.6973858,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: PIONEER MALL<br>Address:  638 JURONG WEST STREET 61, PIONEER MALL, MAIN LOBBY NEAR MACDONALDS SINGAPORE<br>Latitude: 1.3418699<br>Longitude: 103.6973858"
107,PIONEER ZONE 12 RN,Permanent E-bin,641653,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"653A JURONG WEST ST 61, PIONEER ZONE 12 RN, #01-422, VOID DECK SINGAPORE",1.3368407,103.6966736,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: PIONEER ZONE 12 RN<br>Address:  653A JURONG WEST ST 61, PIONEER ZONE 12 RN, #01-422, VOID DECK SINGAPORE<br>Latitude: 1.3368407<br>Longitude: 103.6966736"
108,PIONEER ZONE 9 RN,Permanent E-bin,640602,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"602 JURONG WEST ST 65, VOID DECK SINGAPORE",1.337978,103.7009574,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: PIONEER ZONE 9 RN<br>Address:  602 JURONG WEST ST 65, VOID DECK SINGAPORE<br>Latitude: 1.337978<br>Longitude: 103.7009574"
109,POTONG PASIR CC,Permanent E-bin,358361,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"6 POTONG PASIR AVENUE 2, CONSTITUENCY OFFICE SINGAPORE",1.332651,103.8671488,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: POTONG PASIR CC<br>Address:  6 POTONG PASIR AVENUE 2, CONSTITUENCY OFFICE SINGAPORE<br>Latitude: 1.332651<br>Longitude: 103.8671488"
110,PUNGGOL 21 CC,Permanent E-bin,828815,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"80 PUNGGOL FIELD, PUNGGOL 21 CC, MAIN LOBBY SINGAPORE",1.3934992,103.9135328,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: PUNGGOL 21 CC<br>Address:  80 PUNGGOL FIELD, PUNGGOL 21 CC, MAIN LOBBY SINGAPORE<br>Latitude: 1.3934992<br>Longitude: 103.9135328"
